4.804115154392277987e+00 8.369980262554927997e-01 1.035941569983131805e+00
3.712817189792231964e+00 1.560628668634737037e+00 -2.387324053420465664e-01
3.307493769649733739e+00 2.632510722242667800e+00 8.036610306450180374e-01
3.445493874225044273e+00 1.416284057490778681e-01 9.493313539571346382e-01
4.265568384526419621e+00 1.422798851107748508e+00 -4.908622590704640742e-02
2.082401611330118918e+00 3.522538362196438566e+00 -1.454958114135165015e-01
2.092260051411776178e+00 1.231370985977092491e+00 3.798932140363763671e-02
3.388282953728940949e+00 8.143531764914859750e-01 1.568413118992989075e+00
4.591872255681431092e+00 1.995025023801293207e+00 -1.010545837573061823e+00
3.958456271450465636e+00 1.186324570135251166e+00 1.979186009907170973e+00
2.947397595968793915e+00 1.032610978344289387e+00 9.759349606071319183e-01
4.021637191206761663e+00 1.611113739677641488e-02 -3.853444246329394002e-02
3.838808856772220057e+00 6.106223941699417956e-01 -2.909545868470120311e+00
4.470468398396129750e+00 4.390149495645747635e+00 1.311739526235136122e+00
4.977297310887383475e+00 2.171432844192987821e-01 -1.128822923311222803e+00
4.111829461511648631e+00 4.871826076335588063e-01 3.121906687380444634e-01
4.070699050044895628e+00 6.796850236523058753e-01 -1.557738442803238810e+00
4.681594616626631122e+00 4.971332285572962029e+00 -9.009915770191759821e-01
4.378163106046626396e+00 5.898752840230656602e-01 6.740768620227841623e-01
4.690923107347098053e+00 2.088907322718731141e+00 -6.753945331819825038e-01
3.119114711548096608e+00 2.944398775568015658e+00 4.481298519352994725e-01
3.513765394546048526e+00 2.329061877768103805e+00 1.709702915270432388e-01
3.707650377376961348e+00 6.931309969538784754e-01 -1.494242264522352315e+00
4.550877533519004814e+00 7.570949945116910162e-02 -1.248469014937420019e+00
2.020473153362746466e+00 2.909551738853241587e-01 -7.027309373098904466e-01
4.462782582107131191e+00 1.608435931934780960e+00 3.011654769852332159e-01
3.143921269341200642e+00 5.875923088878166611e-01 6.961963679951098660e-01
4.232248062659407672e+00 1.586893817786068306e+00 -2.390617723907607073e-01
2.630664718728356277e+00 4.435190251297460029e-01 9.720712265007208641e-01
4.515956950090910027e+00 1.221113306344072447e+00 -5.505224066651742687e-01
4.792254453241192813e+00 1.301842781250309944e+00 -6.113850582062534400e-01
4.734460134558837296e+00 1.889384985643956405e+00 -1.172636479397721754e+00
4.250666558385078453e+00 1.315620931128826498e+00 5.430678771490624612e-01
2.257730074223339045e+00 4.066314029714915179e+00 8.450906693747878284e-02
2.814866829220656008e+00 3.597644009761430173e+00 -3.435289231432209767e-01
2.664206038562604739e+00 5.273374712012008914e+00 1.033624939240980894e-01
2.170748566359301801e+00 1.956151035830443696e+00 1.088639515384199452e+00
2.875062634256967176e+00 2.671621628607473653e+00 4.325523884470693914e-01
2.847278343194136419e+00 6.205314224227042041e-01 -5.995413196351234708e-01
4.609653867137730288e+00 3.535393268053794724e-01 -7.635203312282426991e-01
4.522624245950167321e+00 1.503772290752634744e+00 -3.447678405511475086e-01
3.308450201917959355e+00 1.113022326364028425e+00 2.249624656359943575e+00
3.942323979424522840e+00 1.508482893003409320e+00 -7.834504340636873065e-01
3.685780267727033266e+00 2.245911335358144800e+00 -8.702639380529963997e-01
4.784378811319567326e+00 5.224810417288147102e-01 8.520203449772907334e-01
3.911612220080970648e+00 6.736304102794628434e+00 -1.010169498306218605e+00
3.970204561043258806e+00 5.553244144867843790e-01 6.739190931342768920e-01
4.940134711623345609e+00 1.107435321945585693e-01 1.933731574011998910e+00
4.567158790942997371e+00 2.339265935382781603e+00 5.127422957729436126e-01
2.324796899564402608e+00 2.619310570708629715e+00 6.340607651307589299e-01
4.533415298147241757e+00 3.498394965367336851e-01 5.721667385634109371e-01
4.163486395659793615e+00 5.146245714277553063e+00 -6.344636945814705054e-02
4.122895336241064079e+00 1.927387230696444353e+00 8.643038955689624769e-01
4.428410967932931541e+00 1.312819710321188493e+00 -7.020417162452377013e-01
2.602081889141384607e+00 1.931534518104995213e+00 -1.722621333183667947e+00
3.499479946060695124e+00 7.654910140679083153e-01 -7.834976437024588902e-01
